시도명,시군구명,관리기관,회사명,공장구분,단지명,설립구분,입주형태,보유구분,최초승인일,최초등록일,등록구분,등록일,전화번호,남자종업원,여자종업원,외국인남자종업원,외국인여자종업원,종업원합계,생산품,원자재,공장규모,용도지역,지목,용지면적,제조시설면적,부대시설면적,건축면적,지식산업센터명,대표업종,업종명,업종코드,차수,법인주소,필지수,공장주소,공장주소_지번,공장관리번호
세종특별자치시, ,세종특별자치시,(주)대한이앤씨,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,일반건축물,임대,20220307,20220922,등록변경,20230111, ,1,1,0,0,2,계측기,"금속, 고무, 광센서, 반도체",소기업,도시지역 / 주거지역 / 준주거지역,"답, 답",0,24.57,24.57,49.14,세종대명벨리온,27219,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업 외 2 종","27219, 72121, 72129",10, ,2,"세종특별자치시 집현중앙7로 6, A동 616호(집현동, 지식산업센터) 외 1필지",세종특별자치시 집현동 726 지식산업센터 A동 616호,3.61102E+14
세종특별자치시, ,세종특별자치시,(주)딥센트,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,일반건축물,임대,20231222,20240102,완료신고,20240102,070-4230-2094,2,0,0,0,2,향수용 및 향용 가열기,"PCB, 케이블",소기업,도시지역 / 주거지역 / 준주거지역,대,0,26.02,0,26.02, ,28519,기타 가정용 전기기기 제조업,28519,10, ,1,"세종특별자치시 집현중앙7로 6, B813(집현동, 지식산업센터)",세종특별자치시 집현동 1163 지식산업센터 B813,3.61102E+14
세종특별자치시, ,세종특별자치시,(주)라컴텍,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,분양,자가,20180914,20230328,완료신고,20230328,042-932-8761,9,11,0,0,20,"신소재 CFRP 적용 기계, 의려, 가전제품 부품",프리프레그(탄소섬유),소기업,도시지역 / 주거지역 / 준주거지역,답,4059,1522.3,1408.28,2930.58, ,29272,디스플레이 제조용 기계 제조업 외 1 종,"29272, 29299",10, ,1,세종특별자치시 집현동로 29(집현동),세종특별자치시 집현동 785-193,3.61102E+14
세종특별자치시, ,세종특별자치시,(주)마이크로이미지,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,분양,자가,20201215,20230420,완료신고,20230420,044-275-2201,30,15,0,0,45,포토마스크,BLANK MASK,소기업,도시지역 / 주거지역 / 준주거지역,답,3454,2083.28,8473.74,10557.02, ,26111,메모리용 전자집적회로 제조업 외 1 종,"26111, 26112",10, ,1,세종특별자치시 집현중앙2로 15(집현동),세종특별자치시 집현동 1099,3.61102E+14
세종특별자치시, ,세종특별자치시,(주)보티,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,일반건축물,임대,20210722,20230524,완료신고,20230524,044-415-1931,6,3,0,0,9,"산업용 DAQ(데이터수집장치), 인디케이터","PCB, MCU, 케이스, 케이블, 커넥터",소기업,도시지역 / 주거지역 / 준주거지역,"대, 대, 대",0,40.95,43.95,84.9, ,27215,기기용 자동측정 및 제어장치 제조업,27215,10, ,3,"세종특별자치시 집현중앙7로 6, B606호(집현동, 지식산업센터) 외 2필지",세종특별자치시 집현동 1163 지식산업센터 B606호,3.61102E+14
세종특별자치시, ,세종특별자치시,(주)브이엔엘테크,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,분양,자가,20210223,20211224,등록변경,20231124, ,1,0,0,0,1,"물리량센서, 진공게이지, 측정기시험","소형  SUS판, 전자 board 등",소기업,도시지역 / 주거지역 / 준주거지역,답,33.478,52.9,-28.33,24.57,세종대명벨리온,27213,"물질 검사, 측정 및 분석기구 제조업 외 1 종","27213, 70130",10,"세종특별자치시 달빛1로 39 (종촌동,가재마을2단지)",1,"세종특별자치시 집현중앙7로 6, A동 11층 1117호(집현동, 지식산업센터)",세종특별자치시 집현동 726 지식산업센터 A동 11층 1117호,3.61102E+14
세종특별자치시, ,세종특별자치시,(주)썬웨이브,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,양수도,자가,20220125,20220405,등록변경,20230911,044-589-3789,4,1,0,0,5,"power stack, 태양광 전력 변환장치, ESS 전력변환장치","IGBT, ABB 차단기, 판금물, BUS BAR",소기업,도시지역 / 주거지역 / 준주거지역,답,36.603,26.874,0,26.874,세종대명벨리온,28119,기타 전기 변환장치 제조업,28119,10, ,1,"세종특별자치시 집현중앙7로 6, A동 2층 202호(집현동, 지식산업센터)",세종특별자치시 집현동 726 지식산업센터 A동 2층 202호,3.61102E+14
세종특별자치시, ,세종특별자치시,(주)씨앤,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,일반건축물,임대,20230728,20231017,완료신고,20231201,044-865-8156,5,3,0,0,8,"보안용 카메라, 영상 감시장치, 원격 접속장치","카메라, 렌즈, PAN/TILT ",소기업,도시지역 / 주거지역 / 준주거지역,대,0,34.27,23.06,57.33, ,26429,기타 무선 통신장비 제조업 외 2 종,"26429, 26519, 27215",10, ,1,"세종특별자치시 집현중앙7로 6, A902호(집현동, 지식산업센터)",세종특별자치시 집현동 1163 지식산업센터 A902호,3.61102E+14
세종특별자치시, ,세종특별자치시,(주)아이엠랩,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,분양,자가,20210720,20211228,완료신고,20211228,031-630-5227,3,0,0,0,3,"카메라, 개발 보드","이미지 센서, 렌즈",소기업,도시지역 / 주거지역 / 준주거지역,답,17.137,12.925,0,12.925,세종대명벨리온,26299,그 외 기타 전자부품 제조업,26299,10, ,1,"세종특별자치시 집현중앙7로 6, B동 3층 315호(집현동, 지식산업센터)",세종특별자치시 집현동 726 지식산업센터 B동 3층 315호,3.61102E+14
세종특별자치시, ,세종특별자치시,(주)양화조명,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,분양,자가,20210916,20211215,완료신고,20211215,044-589-3264,2,1,0,0,3,"가로등기구, 보안등기구, 가로등점멸기 및 분전반 기타 조명장치","알루미늄, LED 모듈, 배선용차단기, 누전차단기, 마그네트, 단자대, 전선",소기업,도시지역 / 주거지역 / 준주거지역,"답, 답",35.77,43.875,43.631,87.506,세종대명벨리온,28422,일반용 전기 조명장치 제조업 외 5 종,"28123, 28410, 28422, 28423, 28429, 28903",10, ,2,"세종특별자치시 집현중앙7로 6, A동 7층 A708호(집현동, 지식산업센터) 외 1필지",세종특별자치시 집현동 726 지식산업센터 A동 7층 A708호,3.61102E+14
세종특별자치시, ,세종특별자치시,(주)에이센텍,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,일반건축물,임대,20220426,20220617,완료신고,20220617,044-589-3153,1,0,0,0,1,스마트 레이더 센서,"반도체, PCB",소기업,도시지역 / 주거지역 / 준주거지역,답,0,15,15.712,30.712,세종대명벨리온,26295,전자감지장치 제조업,26295,10, ,1,"세종특별자치시 집현중앙7로 6, A동 510호(집현동, 지식산업센터)",세종특별자치시 집현동 726 지식산업센터 A동 510호,3.61102E+14
세종특별자치시, ,세종특별자치시,(주)엑스코어시스템,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,양수도,자가,20210205,20230803,완료신고,20230803,044-867-1058,32,10,0,0,42,"스마트 HACCP 계측장치, 주문형 SW 및 화상 경매 시스템","PLA 필라멘트, 통신케이블",소기업,도시지역 / 주거지역 / 준주거지역,"답, 답, 답, 답, 답, 답, 답, 답, 답, 답, 답, 답, 답, 답",206.25,62,723.13,785.13,세종대명벨리온,27215,기기용 자동측정 및 제어장치 제조업 외 1 종,"27215, 62021",10, ,14,"세종특별자치시 집현중앙7로 6, B동 501호(집현동, 지식산업센터) 외 13필지",세종특별자치시 집현동 726 지식산업센터 B동 501호,3.61102E+14
세종특별자치시, ,세종특별자치시,(주)엘디스,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,분양,자가,20201215,20230421,완료신고,20230421,062-973-7890,32,12,0,0,44,통신용 반도체레이저,"IP wafer, TEC, TO cap, TO stem",소기업,도시지역 / 주거지역 / 준주거지역,대,6454.6,2051.3,22336.78,24388.08, ,26121,발광 다이오드 제조업,26121,10, ,1,세종특별자치시 남세종로 73 (집현동),세종특별자치시 집현동 1128,3.61102E+14
세종특별자치시, ,세종특별자치시,(주)와이비네트웍스,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,양수도,자가,20220622,20220704,등록변경,20230418,044-866-1414,5,2,0,0,7,"보안용 카메라, 영상감시장치","렌즈, Ass''y 모듈, LED Ass''y, case Ass''y, 케이블",소기업,도시지역 / 주거지역 / 준주거지역,"답, 답, 답",50.217,55,67.85,122.85,세종대명벨리온,26421,방송장비 제조업 외 2 종,"26421, 26429, 26519",10, ,3,"세종특별자치시 집현중앙7로 6, A동 915호(집현동, 지식산업센터) 외 2필지",세종특별자치시 집현동 726 지식산업센터 A동 915호,3.61102E+14
세종특별자치시, ,세종특별자치시,(주)와이즈컨,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,양수도,자가,20220221,20220408,완료신고,20220408,042-936-0527,4,1,0,0,5,"PC기반 제어계측 시스템, 공기질 측정기","NI PXI, GPIB, DAQ, PCB, 센서",소기업,도시지역 / 주거지역 / 준주거지역,답,33.478,81.9,0,81.9,세종대명벨리온,26429,기타 무선 통신장비 제조업 외 1 종,"26429, 27212",10, ,1,"세종특별자치시 집현중앙7로 6, A동 12층 A1205호(집현동, 지식산업센터)",세종특별자치시 집현동 726 지식산업센터 A동 12층 A1205호,3.61102E+14
세종특별자치시, ,세종특별자치시,(주)인텍메디,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,일반건축물,임대,20220405,20220513,완료신고,20220513,044-866-5976,5,3,0,0,8,"체외 진단기, 조직 절제기","티타늄 합금, STS304, ABS",소기업,도시지역 / 주거지역 / 준주거지역,답,0,66,410,476, ,27199,그 외 기타 의료용 기기 제조업,27199,10, ,1,"세종특별자치시 집현동로 13, 301, 302, 303, 304, 305, 306, 307호(집현동)","세종특별자치시 집현동 0 301, 302, 303, 304, 305, 306, 307호",3.61102E+14
세종특별자치시, ,세종특별자치시,(주)토이코스,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,일반건축물,임대,20211227,20221012,완료신고,20221012,044-866-2868,2,1,0,1,4,"원격자동검침시스템, AI 기반 옥내 누수 탐지 및 유형 구분 솔루션, 횡단의사표시장치시스템, 긴급출동지원시스템","USN2 원격검침, PC",소기업,도시지역 / 주거지역 / 준주거지역,답,0,97.46,100,197.46, ,26429,기타 무선 통신장비 제조업 외 1 종,"26429, 58221",10, ,1,"세종특별자치시 집현중앙7로 3, 410호(집현동, 산학연클러스터 지원센터)",세종특별자치시 집현동 1008-2 산학연클러스터 지원센터 410호,3.61102E+14
세종특별자치시, ,세종특별자치시,(주)피알엔지니어링,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,분양,자가,20210114,20210728,완료신고,20210728,070-4099-7450,2,2,0,0,4,"엔지니어링서비스, 판넬제조","전선, 판넬 등",소기업,도시지역 / 주거지역 / 준주거지역,"답, 답",53.398,40.95,89.68,130.63,세종대명벨리온,72129,기타 엔지니어링 서비스업 외 1 종,"28121, 72129",10,세종특별자치시 가름로 232 (어진동) 세종비지니스센터,2,"세종특별자치시 집현중앙7로 6, B동 5층 509호(집현동, 지식산업센터) 외 1필지",세종특별자치시 집현동 726 지식산업센터 B동 5층 509호,3.61102E+14
세종특별자치시, ,세종특별자치시,(주)현다이엔지,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,분양,자가,20180917,20210817,완료신고,20210817,044-862-5797,34,10,0,0,44,"클린룸조명기구, LED조명기구, 자동제어장치","알루미늄 반제품, 전선, 플라스틱 반제품",중기업,도시지역 / 공업지역 / 일반공업지역,공장용지,1897,3934.92,3190.21,7125.13, ,28422,일반용 전기 조명장치 제조업 외 4 종,"28121, 28122, 28123, 28410, 28422",10, ,1,"세종특별자치시 집현중앙4로 16, (세종테크밸리 산업 4-3-1-2)(집현동, 주식회사 현다이엔지)",세종특별자치시 집현동 산44 주식회사 현다이엔지 (세종테크밸리 산업 4-3-1-2),3.61102E+14
세종특별자치시, ,세종특별자치시,㈜가치소프트,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,분양,자가,20161223,20231106,완료신고,20231106,070-4735-2195,10,1,0,0,11,"한글 문자인식 시스템, 한글 주소인식 소프트웨어, 화물 자동 분류기, 비전시스템, 선박 모니터링 시스템","금속 및 알루미늄, sw",소기업,도시지역 / 주거지역 / 준주거지역,대,3162,1383,6847,8230, ,27219,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업 외 8 종","26329, 27219, 28122, 28123, 29163, 29180, 62021, 62022, 62090",10, ,1,세종특별자치시 집현중앙4로 50 (집현동),세종특별자치시 집현동 1098,3.61102E+14
세종특별자치시, ,세종특별자치시,㈜석화,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,분양,자가,20160622,20221013,등록변경,20230320,042-934-0070,8,1,0,0,9,무대장치,"제어장치, 통신장치, 터치 스위치 콘솔, 감속기, 인양장치, 활차, 와이어로프 등",소기업,도시지역 / 주거지역 / 준주거지역,답,1640,708.65,2017.51,2726.16, ,29299,그 외 기타 특수목적용 기계 제조업,29299,10, ,1,"세종특별자치시 집현중앙4로 64, 산업 4-5-7(집현동)",세종특별자치시 집현동 산132 산업 4-5-7,3.61102E+14
세종특별자치시, ,세종특별자치시,㈜에스엠인스트루먼트,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,분양,자가,20160622,20231215,등록변경,20240112,042-861-7004,2,0,0,0,2,"음향카메라, 소음 모니터링 장비, 소음진동계측기","마이크로 컴퓨터,  PCB보드(외부제작), 케이스(외부제작)",중기업,도시지역 / 주거지역 / 준주거지역,대,1871,1071.28,2129.19,3200.47, ,27213,"물질 검사, 측정 및 분석기구 제조업",27213,10, ,1,세종특별자치시 집현중앙5로 14 (집현동),세종특별자치시 집현동 1108,3.61102E+14
세종특별자치시, ,세종특별자치시,미르지엔아이 주식회사,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,분양,자가,20210129,20211013,등록변경,20231023,041-555-2781,6,2,0,0,8,"크린룸, 드라이룸, 공기조화기, 제습기","알루미늄 몰드바, 철판, 철강, 우레탄 판넬, 송풍기, 코일, 히터",소기업,도시지역 / 주거지역 / 준주거지역,답,41.69,41.4,30,71.4,세종대명벨리온,29172,공기 조화장치 제조업,29172,10,충청남도 천안시 서북구 성거읍 명우리길 72,1,"세종특별자치시 집현중앙7로 6, A동 12층 1209호(집현동, 지식산업센터)",세종특별자치시 집현동 726 지식산업센터 A동 12층 1209호,3.61102E+14
세종특별자치시, ,세종특별자치시,비앤디,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,분양,자가,20210603,20220215,등록변경,20221206, ,3,0,0,0,3,"엔지니어링서비스, 제품개발, 시제품, IOT 로봇, 카메라 모듈, 제품기구 설계, 제품디자인, APP개발",필라멘트 플라스틱 롤,소기업,도시지역 / 주거지역 / 준주거지역,답,36.567,11.78,15.676,27.456,세종대명벨리온,26299,그 외 기타 전자부품 제조업 외 7 종,"26299, 26421, 27211, 27302, 29280, 58222, 72129, 73202",10, ,1,"세종특별자치시 집현중앙7로 6, A동 8층 806호(집현동, 지식산업센터)",세종특별자치시 집현동 726 지식산업센터 A동 8층 806호,3.61102E+14
세종특별자치시, ,세종특별자치시,비전세미콘㈜,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,분양,자가,20160622,20220712,완료신고,20220712,042-931-2007,121,11,0,0,132,반도체 장비,"제너레이터, 매칭, 펌프, MFC, 로봇 등",중기업,도시지역 / 주거지역 / 준주거지역,대,4617,4155.29,8591.63,12746.92, ,29271,반도체 제조용 기계 제조업,29271,10, ,1,세종특별자치시 집현중앙4로 79 (집현동),세종특별자치시 집현동 785-1,3.61102E+14
세종특별자치시, ,세종특별자치시,슈퍼셀 주식회사,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,분양,자가,20210624,20220228,완료신고,20220228, ,1,1,0,0,2,케이블 하네스,"케이블, 단자대 블록 등",소기업,도시지역 / 주거지역 / 준주거지역,답,50.218,26.64,96.21,122.85,세종대명벨리온,28302,기타 절연선 및 케이블 제조업,28302,10, ,1,"세종특별자치시 집현중앙7로 6, B동 8층 816호(집현동, 지식산업센터)",세종특별자치시 집현동 726 지식산업센터 B동 8층 816호,3.61102E+14
세종특별자치시, ,세종특별자치시,스마트산업(주),계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,일반건축물,임대,20230329,20230403,완료신고,20230403,042-934-2100,5,2,0,0,7,무대장치,"제어장치, 통신장치, 터치 스위치 콘솔, 감속기, 인양장치, 활차, 와이어로프 등",소기업,도시지역 / 주거지역 / 준주거지역,대,0,118.88,116.32,235.2, ,29299,그 외 기타 특수목적용 기계 제조업,29299,10, ,1,"세종특별자치시 집현중앙4로 64, 1층(공장-3) (집현동)",세종특별자치시 집현동 산132 1층(공장-3),3.61102E+14
세종특별자치시, ,세종특별자치시,씨엘프라임,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,일반건축물,임대,20230808,20230829,완료신고,20230829,044-715-7222,1,0,0,0,1,"PLC 패널, 계장 제어반, 수치 제어반","전장품, 전선 등",소기업,도시지역 / 주거지역 / 준주거지역,대,0,28.66,0,28.66, ,28123,배전반 및 전기 자동제어반 제조업,28123,10, ,1,"세종특별자치시 집현중앙7로 6, A1012호(집현동, 지식산업센터)",세종특별자치시 집현동 1163 지식산업센터 A1012호,3.61102E+14
세종특별자치시, ,세종특별자치시,아이오티테크(주),계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,일반건축물,임대,20220118,20220411,완료신고,20220411,0502-864-8738,0,1,0,0,1,하이브리드블라인드키트,"모터, PCB",소기업,도시지역 / 주거지역 / 준주거지역,답,0,104.34,42.62,146.96, ,29280,산업용 로봇 제조업,29280,10, ,1,"세종특별자치시 집현중앙7로 3, 502호(집현동, 산학연클러스터 지원센터)",세종특별자치시 집현동 1008-2 산학연클러스터 지원센터 502호,3.61102E+14
세종특별자치시, ,세종특별자치시,에스에이치엠,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,양수도,자가,20230419,20230428,등록변경,20230607,044-862-5547,2,0,0,0,2,컨트롤 패널 및 관련 기구물,"외함, 부품",소기업,도시지역 / 주거지역 / 준주거지역,대,16.739,12,8.475,20.475, ,29299,그 외 기타 특수목적용 기계 제조업,29299,10, ,1,"세종특별자치시 집현중앙7로 6, B913호(집현동, 지식산업센터)",세종특별자치시 집현동 1163 지식산업센터 B913호,3.61102E+14
세종특별자치시, ,세종특별자치시,에스와이코리아,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,분양,자가,20210624,20230322,완료신고,20230322,044-417-7874,1,2,0,0,3,전동 분무기,"마이크로 워터 펌프, 알루미늄 노즐, 플라스틱 및 금속류, 고무, 리튬이온 배터리, PCB전자회로기판",소기업,도시지역 / 주거지역 / 준주거지역,답,36.659,44.84,44.841,89.681,세종대명벨리온,29193,분사기 및 소화기 제조업,29193,10, ,1,"세종특별자치시 집현중앙7로 6, A동 10층 1018호(집현동, 지식산업센터)",세종특별자치시 집현동 726 지식산업센터 A동 10층 1018호,3.61102E+14
세종특별자치시, ,세종특별자치시,엔아이피(NIP),계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,분양,자가,20210714,20211216,등록변경,20230125, ,1,0,0,0,1,노즐개발,.,소기업,도시지역 / 주거지역 / 준주거지역,답,16.739,5,7.29,12.29,세종대명벨리온,29229,기타 가공 공작기계 제조업 외 3 종,"29223, 29229, 70129, 73202",10, ,1,"세종특별자치시 집현중앙7로 6, A동 10층 1015호(집현동, 지식산업센터)",세종특별자치시 집현동 726 지식산업센터 A동 10층 1015호,3.61102E+14
세종특별자치시, ,세종특별자치시,엠제이테크,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,분양,자가,20210830,20211101,등록변경,20230712, ,1,1,0,0,2,"금형, 성형기",철판,소기업,도시지역 / 주거지역 / 준주거지역,답,33.478,14,10.57,24.57,세종대명벨리온,29294,주형 및 금형 제조업 외 1 종,"29292, 29294",10, ,1,"세종특별자치시 집현중앙7로 6, A동 9층 A902호(집현동, 지식산업센터)",세종특별자치시 집현동 726 지식산업센터 A동 9층 A902호,3.61102E+14
세종특별자치시, ,세종특별자치시,유니버스솔루션,계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,양수도,자가,20221107,20221122,완료신고,20221122, ,2,0,0,0,2,에너지 저장장치,"2차전지. BMS, 실리콘 전선, 단자대",소기업,도시지역 / 주거지역 / 준주거지역,답,34.773,30,55.068,85.068,세종대명벨리온,28114,에너지 저장장치 제조업,28114,10, ,1,"세종특별자치시 집현중앙7로 6, A동 317호(집현동, 지식산업센터)",세종특별자치시 집현동 726 지식산업센터 A동 317호,3.61102E+14
세종특별자치시, ,세종특별자치시,유앤컴퍼니(주),계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,분양,자가,20210826,20210917,등록변경,20230524, ,0,1,0,0,1,"데이터(온도, 압력) 수집장치, 응용 소프트웨어","PCB, 반도체",소기업,도시지역 / 주거지역 / 준주거지역,답,17.835,13.631,0,13.631,세종대명벨리온,28123,배전반 및 전기 자동제어반 제조업 외 1 종,"28123, 58222",10, ,1,"세종특별자치시 집현중앙7로 6, B동 6층 B601호(집현동, 지식산업센터)",세종특별자치시 집현동 726 지식산업센터 B동 6층 B601호,3.61102E+14
세종특별자치시, ,세종특별자치시,이글아이(주),계획입지,세종테크밸리도시첨단산업단지,도시첨단산업단지,일반건축물,임대,20230109,20230109,완료신고,20230109,070-5096-1479,2,3,0,0,5,"보행신호 음성 안내 보조장치, 보행자 자동인식 신호기","철판, pvp 회로기판, 전선 LED 등",소기업,도시지역 / 주거지역 / 준주거지역,답,0,91.6,12.2,103.8, ,28903,교통 신호장치 제조업 외 1 종,"26429, 28903",10, ,1,"세종특별자치시 집현동로 13, 401호(집현동)",세종특별자치시 집현동 0 401호,3.61102E+14
