시도명,시군구명,관리기관,회사명,공장구분,단지명,설립구분,입주형태,보유구분,최초승인일,최초등록일,등록구분,등록일,전화번호,남자종업원,여자종업원,외국인남자종업원,외국인여자종업원,종업원합계,생산품,원자재,공장규모,용도지역,지목,용지면적,제조시설면적,부대시설면적,건축면적,지식산업센터명,대표업종,업종명,업종코드,차수,법인주소,필지수,공장주소,공장주소_지번,공장관리번호
강원특별자치도,춘천시,강원특별자치도 춘천시,(주)아이비스퀘어,개별입지, ,일반,일반건축물,임대, ,20171023,등록변경,20200316,033-262-7277,2,1,0,0,3,인쇄물,종이,소기업,도시지역 / 상업지역 / 일반상업지역,대,0,20.8,147.8,168.6, ,18111,경 인쇄업 외 1 종,"18111, 18119",10, ,0,"강원특별자치도 춘천시 춘천로 188, 메가씨티 521.522호 (효자동)",강원특별자치도 춘천시 효자동 654-3번지 메가씨티 521.522호,421102017395162
강원특별자치도,춘천시,강원특별자치도 춘천시,(주)아이오테드,개별입지, ,일반,일반건축물,임대, ,20220817,신규등록,20220817,033-818-9444,1,1,0,0,2,교육용 인공지능 스피커,"플라스틱, 반도체, 회로보드, 충전 배터리, 스피커 모듈 등",소기업,도시지역 / 주거지역 / 제2종일반주거지역,대,0,24.8,162.16,186.96, ,26299,그 외 기타 전자부품 제조업 외 1 종,"26299, 27212",10, ,1,"강원특별자치도 춘천시 공지로 240, 3층(효자동)",강원특별자치도 춘천시 효자동 287-5 3층,421102022896748
강원특별자치도,춘천시,강원특별자치도 춘천시,(주)에코드림농업회사법인,개별입지, ,일반,일반건축물,임대, ,20120904,등록변경,20210408,033-241-6448,2,1,0,0,3,비료 및 보조사료,"제1인산칼륨,황산암모늄,포도당,대두단백질",소기업,도시지역 / 녹지지역 / 자연녹지지역,학교용지,493.74,264.21,229.53,493.74, ,10801,배합 사료 제조업 외 5 종,"10801, 10802, 20311, 20312, 20313, 21102",10, ,1,"강원특별자치도 춘천시 강원대학길 1, 친환경농업연구센터 (효자동)",강원특별자치도 춘천시 효자동 192-1번지 강원대학교 친환경농업연구센터,421102012264818
강원특별자치도,춘천시,강원특별자치도 춘천시,(주)우드랑,개별입지, ,일반, ,임대, ,20120223,신규등록,20120223,070-4001-1563,1,1,0,0,2,조립식원목가벽,목재,소기업,도시지역 / 주거지역 / 제1종전용주거지역,학교용지,0,17.4,9.33,26.73, ,32029,기타 목재가구 제조업,32029,10, ,0,"강원특별자치도 춘천시 강원대학길 1, 아산관408-1 (효자동)",강원특별자치도 춘천시 효자동 192-1번지 강원대학교 아산관408-1,421102012251061
강원특별자치도,춘천시,강원특별자치도 춘천시,(주)우드앤씨티,개별입지, ,일반, ,임대, ,20180719,등록변경,20190424,033-253-6900,0,1,0,0,1,"교구, 장남감 외",목재,소기업,도시지역 / 녹지지역 / 자연녹지지역,대,0,46.25,0,46.25, ,16299,그 외 기타 나무제품 제조업 외 1 종,"16299, 33401",10, ,1,"강원특별자치도 춘천시 강원대학길 1, 보듬관 702호 (효자동)",강원특별자치도 춘천시 효자동 192-1번지 보듬관 702호,421102018416117
강원특별자치도,춘천시,강원특별자치도 춘천시,(주)유시티,개별입지, ,일반,일반건축물,임대, ,20090402,신규등록,20090402,033-256-0273,2,0,0,0,2,미끄럼방지포장재,"속경성시멘트혼화재, 수용성폴리머",소기업,도시지역 / 주거지역 / 제2종일반주거지역,학교용지,32.4,23,9.4,32.4, ,23321,비내화 모르타르 제조업,23321,10, ,1,"강원특별자치도 춘천시 강원대학길 1, 강원대학교 공대6호관 116호 (효자동)",강원특별자치도 춘천시 효자동 192-1번지 강원대학교 공대6호관 116호,421102009180484
강원특별자치도,춘천시,강원특별자치도 춘천시,(주)정인그린빌,개별입지, ,일반,공장임대,임대, ,20150818,신규등록,20150818,033-261-1282,0,0,0,0,0,조경시설물,"철물, 목재",소기업,도시지역 / 녹지지역 / 자연녹지지역,학교용지,48.75,48.75,0,48.75, ,16299,그 외 기타 나무제품 제조업,16299,10, ,1,"강원특별자치도 춘천시 강원대학길 1 (효자동, 강원대학교) 청정산업신기술지원센터 707호(보듬관)",강원특별자치도 춘천시 효자동 192-1 청정산업신기술지원센터 707호(보듬관),421102015336809
강원특별자치도,춘천시,강원특별자치도 춘천시,(주)제이앤바이오,개별입지, ,일반, ,임대, ,20190801,신규등록,20190801,033-263-2655,1,2,0,0,3,"진단폐활량계, 체외진단기기","전자부품, PCB, 케이스 사출",소기업,도시지역 / 녹지지역 / 자연녹지지역,학교용지,46.25,46.25,0,46.25, ,27199,그 외 기타 의료용 기기 제조업,27199,10, ,1,"강원특별자치도 춘천시 강원대학길 1, 보듬관 502호 (효자동)",강원특별자치도 춘천시 효자동 192-1번지 보듬관 502호,421102019445647
강원특별자치도,춘천시,강원특별자치도 춘천시,(주)제이에너지,개별입지, ,일반, ,임대, ,20120223,등록변경,20120223,070-7165-6258,1,0,0,0,1,발전설비 부품,전기 및 기계부품,소기업,도시지역 / 주거지역 / 제2종일반주거지역,학교용지,0,15,12.73,27.73, ,28909,그 외 기타 전기장비 제조업,28909,10, ,0,"강원특별자치도 춘천시 강원대학길 1, 아산관 408-2 (효자동)",강원특별자치도 춘천시 효자동 192-1번지 강원대학교 아산관 408-2,421102012251056
강원특별자치도,춘천시,강원특별자치도 춘천시,KNU TRADING,개별입지, ,일반,일반건축물,임대, ,20081126,신규등록,20081126, ,1,0,0,0,1,BLAKEEP(사생활보호액정필름), ,소기업,도시지역 / 주거지역 / 제1종일반주거지역,학교용지,23,15,8,23, ,22291,플라스틱 접착처리 제품 제조업 외 1 종,"22291, 22292",10, ,1,"강원특별자치도 춘천시 강원대학길 1, 공학대학 6호관 105 (효자동, 강원대학교)",강원특별자치도 춘천시 효자동 192-1번지 강원대학교 공학대학 6호관 105,421102008173208
강원특별자치도,춘천시,강원특별자치도 춘천시,뉴케이스,개별입지, ,창업,일반건축물,임대, ,20211018,등록변경,20211102, ,0,0,0,0,0,전기펌프 및 필터,"전기모터, 플라스틱사출품, 에어호스",소기업,도시지역 / 주거지역 / 제2종일반주거지역,대,0,99.5,0,99.5, ,29132,기체 펌프 및 압축기 제조업,29132,10, ,1,강원특별자치도 춘천시 효제길 33(효자동),강원특별자치도 춘천시 효자동 158-8,421102021710359
강원특별자치도,춘천시,강원특별자치도 춘천시,다그로(주),개별입지, ,일반,일반건축물,임대, ,20180529,등록변경,20200226,033-910-9259,4,1,0,0,5,닭갈비, ,소기업,도시지역 / 주거지역 / 제2종일반주거지역,대,0,149.4,16.5,165.9, ,10121,가금류 가공 및 저장 처리업,10121,10, ,0,"강원특별자치도 춘천시 효자문길 26, 1층 (효자동)",강원특별자치도 춘천시 효자동 661-11번지 1층,421102018411967
강원특별자치도,춘천시,강원특별자치도 춘천시,메이킹래빗,개별입지, ,일반,일반건축물,임대, ,20160721,신규등록,20160721,033-253-5699,0,1,0,0,1,일회용종이찜기, ,소기업,도시지역 / 녹지지역 / 자연녹지지역,학교용지,0,57.88,0,57.88, ,28520,가정용 비전기식 조리 및 난방 기구 제조업,28520,10, ,1,"강원특별자치도 춘천시 강원대학길 1, 보듬관 1104호 (효자동, 강원대학교)",강원특별자치도 춘천시 효자동 192-1번지 강원대학교 보듬관 1104호,421102016362444
강원특별자치도,춘천시,강원특별자치도 춘천시,바이오플랜트(주),개별입지, ,일반,일반건축물,임대, ,20151231,신규등록,20151231,033-253-3968,1,1,0,0,2,비료, ,소기업,도시지역 / 녹지지역 / 자연녹지지역,대,493.74,264.21,229.53,493.74, ,20311,"질소화합물, 질소, 인산 및 칼리질 화학비료 제조업 외 3 종","20311, 20312, 20313, 21102",10, ,1,"강원특별자치도 춘천시 강원대학길 1, 친환경농업연구센터 1층 (효자동, 강원대학교)",강원특별자치도 춘천시 효자동 192-1번지 강원대학교 친환경농업연구센터 1층,421102015347673
강원특별자치도,춘천시,강원특별자치도 춘천시,소올산업,개별입지, ,일반,일반건축물,임대, ,20150302,등록변경,20231120,033-257-2330,2,0,0,0,2,"보호용 천막, 측량장비, 광학장비",광학장비 및 측량기 부품,소기업,도시지역 / 상업지역 / 근린상업지역,대,169.74,95.87,73.87,169.74, ,13224,"천막, 텐트 및 유사 제품 제조업 외 23 종","13224, 13229, 13991, 15129, 17901, 22191, 22192, 25119, 25200, 26410, 26429, 26529, 27192, 27301, 27309, 28119, 28909, 29120, 29175, 30391, 30392, 30399, 30400, 31312",10, ,1,"강원특별자치도 춘천시 춘천로 58, B1 (효자동)",강원특별자치도 춘천시 효자동 590-5번지 B1,421102015325581
강원특별자치도,춘천시,강원특별자치도 춘천시,스퀴즈,개별입지, ,일반,기타,자가, ,20181030,등록변경,20231117,033-818-1663,5,2,0,0,7,발효맥주,효모 외,소기업,도시지역 / 주거지역 / 제2종일반주거지역,대,1159.7,189.48,95,284.48, ,11112,맥아 및 맥주 제조업,11112,10, ,1,강원특별자치도 춘천시 공지로 353 (효자동),강원특별자치도 춘천시 효자동 685-10번지,421102018423167
강원특별자치도,춘천시,강원특별자치도 춘천시,앨리스바니,개별입지, ,일반, ,임대, ,20130205,신규등록,20130205,033-253-2592,2,0,0,0,2,어린이가구,목재,소기업,도시지역 / 주거지역 / 제2종전용주거지역,대,125.55,125.55,0,125.55, ,32029,기타 목재가구 제조업,32029,10, ,1,"강원특별자치도 춘천시 춘천로68번길 25 (효자동, 큰들유통)",강원특별자치도 춘천시 효자동 685-6번지 큰들유통,421102013274196
강원특별자치도,춘천시,강원특별자치도 춘천시,에스엔에스(s&s),개별입지, ,일반,일반건축물,임대, ,20160118,신규등록,20160118, ,1,2,0,0,3,비누, ,소기업,도시지역 / 주거지역 / 제1종일반주거지역,대,0,58.9,10,68.9, ,20422,"치약, 비누 및 기타 세제 제조업",20422,10, ,0,"강원특별자치도 춘천시 춘천로223번길 4 (효자동, 석사식당)",강원특별자치도 춘천시 효자동 747-17번지 석사식당,421102016348663
강원특별자치도,춘천시,강원특별자치도 춘천시,엑셀원,개별입지, ,일반,일반건축물,임대, ,20080726,신규등록,20080726,033-262-2500,1,0,0,0,1,서바이벌장비,금속 및 플라스틱,소기업,도시지역 / 주거지역 / 제1종일반주거지역,학교용지,32.4,20,12.4,32.4, ,33309,기타 운동 및 경기용구 제조업 외 1 종,"33309, 33409",10, ,1,"강원특별자치도 춘천시 강원대학길 1, 강원대 공과대학 BI센터 115호 (효자동)",강원특별자치도 춘천시 효자동 192-1번지 강원대 공과대학 BI센터 115호,421102008166643
강원특별자치도,춘천시,강원특별자치도 춘천시,오투엔,개별입지, ,일반,일반건축물,임대, ,20110526,등록변경,20140415,033-256-9714,1,1,0,0,2,에어펌프, ,소기업,도시지역 / 주거지역 / 제2종일반주거지역,대,54,30,24,54, ,29120,유압기기 제조업,29120,10, ,1,"강원특별자치도 춘천시 효제길 33 (효자동, 문구나라)",강원특별자치도 춘천시 효자동 158-8 번지,421102011232362
강원특별자치도,춘천시,강원특별자치도 춘천시,와이코스,개별입지, ,일반, ,임대, ,20190725,등록변경,20201214,070-7538-6538,1,0,0,0,1,화장품,"세럼, 크림류",소기업,도시지역 / 주거지역 / 제2종일반주거지역,대,138.88,138.88,0,138.88, ,20423,화장품 제조업,20423,10, ,1,"강원특별자치도 춘천시 성심로 82 (효자동, 순복음비전교회)",강원특별자치도 춘천시 효자동 44-37번지 순복음비전교회,421102019445225
강원특별자치도,춘천시,강원특별자치도 춘천시,인디자인,개별입지, ,일반,일반건축물,임대, ,20220325,신규등록,20220325,033-251-7900,1,2,0,0,3,"인쇄물, 책자",종이,소기업,도시지역 / 주거지역 / 제2종일반주거지역,대,68.66,62.06,6.6,68.66, ,18111,경 인쇄업,18111,10, ,1,"강원특별자치도 춘천시 성심로35번길 4, 1층(효자동)",강원특별자치도 춘천시 효자동 754-20 1층,421102022807343
강원특별자치도,춘천시,강원특별자치도 춘천시,인쇄나라,개별입지, ,일반,일반건축물,임대, ,20070426,신규등록,20070426,033-257-0453,1,1,0,0,2,인쇄물,"종이,잉크",소기업,도시지역 / 주거지역 / 준주거지역,대,118.2,43.69,0,43.69, ,18111,경 인쇄업 외 1 종,"18111, 18113",10, ,1,"강원특별자치도 춘천시 서부대성로 195 (효자동, 팔호중고가전마트)",강원특별자치도 춘천시 효자동 615-12번지,421102007136078
강원특별자치도,춘천시,강원특별자치도 춘천시,인쇄디자인전문 협동조합 컨셉,개별입지, ,일반,일반건축물,임대, ,20210420,신규등록,20210420,033-263-1213,2,2,0,0,4,"책자, 팜플렛, 기타인쇄물",지류,소기업,도시지역 / 주거지역 / 제2종일반주거지역,대,331.81,275,56.81,331.81, ,18119,기타 인쇄업,18119,10, ,1,강원특별자치도 춘천시 효석로 37 (효자동),강원특별자치도 춘천시 효자동 253-37,421102021621019
강원특별자치도,춘천시,강원특별자치도 춘천시,제3의청춘 주식회사,개별입지, ,창업,일반건축물,임대, ,20211112,신규등록,20211112,ARS-1833-3094,3,4,0,0,7,심전도 교육운련장비,"PCB, LCD, 리튬 배터리, 블루투스 모듈",소기업,도시지역 / 주거지역 / 제2종일반주거지역,학교용지,46.46,46.46,0,46.46, ,27212,"전자기 측정, 시험 및 분석기구 제조업",27212,10, ,1,"강원특별자치도 춘천시 강원대학길 1, 보듬관 901호(효자동, 강원대학교)",강원특별자치도 춘천시 효자동 192-1 강원대학교 보듬관 901호,421102021722971
강원특별자치도,춘천시,강원특별자치도 춘천시,제이알텍,개별입지, ,일반, ,임대, ,20120403,신규등록,20120403,070-4240-3697,1,0,0,0,1,휴대용조명등,전자부품,소기업,도시지역 / 주거지역 / 제1종일반주거지역,대,23,19,4,23, ,28429,기타 조명장치 제조업,28429,10, ,1,"강원특별자치도 춘천시 강원대학길 1, 보듬관 1105호 (효자동, 강원대학교)",강원특별자치도 춘천시 효자동 192-1번지 강원대학교 보듬관 1105호,421102012254220
강원특별자치도,춘천시,강원특별자치도 춘천시,주식회사 스마트지오텍,개별입지, ,일반,일반건축물,임대, ,20210122,신규등록,20210122,033-250-6463,4,1,0,0,5,토목센서,"스트레인게이지, GFRP",소기업,도시지역 / 주거지역 / 제2종일반주거지역,학교용지,0,48.75,0,48.75, ,27212,"전자기 측정, 시험 및 분석기구 제조업 외 1 종","27212, 27213",10,강원특별자치도 춘천시 강원대학길 1 (효자동) 강원대학교,1,강원특별자치도 춘천시 강원대학길 1 (효자동) 강원대학교 보듬관 801호,강원특별자치도 춘천시 효자동 192-1 강원대학교,421102021569380
강원특별자치도,춘천시,강원특별자치도 춘천시,주식회사 코리아베스트원,개별입지, ,일반,임대사업자,임대, ,20230201,신규등록,20230201, ,2,1,0,0,3,건강식품,한방재,소기업,도시지역 / 주거지역 / 제2종일반주거지역,학교용지,72.95,14.58,58.37,72.95, ,10796,건강보조용 액화식품 제조업,10796,10, ,1,"강원특별자치도 춘천시 강원대학길 1, 402호(보듬관)(효자동, 강원대학교)",강원특별자치도 춘천시 효자동 192-1 강원대학교 402호(보듬관),421102023969939
강원특별자치도,춘천시,강원특별자치도 춘천시,천연愛바이오,개별입지, ,일반,기타,자가, ,20150227,신규등록,20150227,033-257-6996,0,3,0,0,3,"천연비누, 아로마향초, 순간조형물","춘천옥분말, 감자분말, 베이스오일, 아로마오일",소기업,도시지역 / 주거지역 / 제1종일반주거지역,대,0,82.65,0,82.65, ,20422,"치약, 비누 및 기타 세제 제조업",20422,10, ,1,강원특별자치도 춘천시 도화길 2 (효자동),강원특별자치도 춘천시 효자동 603-9번지,421102015325483
강원특별자치도,춘천시,강원특별자치도 춘천시,춘천양조장,개별입지, ,일반,해당없음,자가, ,19701001,등록변경,20170123,033-262-4807,2,1,0,0,3,탁주,쌀.옥수수등,소기업,도시지역 / 주거지역 / 준주거지역,대,1580,704.68,33,737.68, ,11111,탁주 및 약주 제조업,11111,10, ,1,"강원특별자치도 춘천시 공지로 61-7 (석사동, 춘천보문주조장)",강원특별자치도 춘천시 석사동 114-22번지 ,421102005099610
강원특별자치도,춘천시,강원특별자치도 춘천시,춘천인쇄,개별입지, ,일반, ,임대, ,20181126,신규등록,20181126,033-257-5770,2,0,0,0,2,인쇄물, ,소기업,도시지역 / 주거지역 / 준주거지역,대,248.8,100,45,145, ,18119,기타 인쇄업,18119,10, ,1,강원특별자치도 춘천시 서부대성로 168-1 (효자동),강원특별자치도 춘천시 효자동 603-13번지,421102018425614
강원특별자치도,춘천시,강원특별자치도 춘천시,타임스코프,개별입지, ,일반,일반건축물,임대, ,20160531,신규등록,20160531,033-241-7779,1,0,0,0,1,카메라 회전삼각대, ,소기업,도시지역 / 녹지지역 / 자연녹지지역,학교용지,0,20.13,6.6,26.73, ,27302,"사진기, 영사기 및 관련 장비 제조업 ",27302,10, ,1,"강원특별자치도 춘천시 강원대학길 1, 보듬관 1006호 (효자동)",강원특별자치도 춘천시 효자동 192-1번지 보듬관 1006호,421102016358603
강원특별자치도,춘천시,강원특별자치도 춘천시,해찬솔C&S,개별입지, ,일반,일반건축물,임대, ,20081120,신규등록,20081120,033-257-8883,0,2,0,0,2,"버티컬,롤스크린,커튼",커튼자재,소기업,도시지역 / 주거지역 / 제2종일반주거지역,대,60.89,50,10.89,60.89, ,13223,커튼 및 유사제품 제조업,13223,10, ,1,강원특별자치도 춘천시 춘천로213번길 7 (효자동),강원특별자치도 춘천시 효자동 740-9번지,421102008172846
강원특별자치도,춘천시,강원특별자치도 춘천시,효자식품,개별입지, ,일반, ,자가,19950315,19901220,완료신고,19901220,033-254-2929,3,0,0,0,3,두부,콩,소기업,도시지역 / 상업지역 / 일반상업지역,대,780,104.2,0,104.2, ,10794,두부 및 유사식품 제조업,10794,10, ,1,강원특별자치도 춘천시 효명2길 5 (효자동),강원특별자치도 춘천시 효자동 432-7번지,620523125092500
강원특별자치도,춘천시,강원특별자치도 춘천시,(주)신일창호,개별입지, ,일반,일반건축물,임대, ,20150116,신규등록,20150116,033-255-8898,1,1,0,0,2,하이샤시,플라스틱 프로파일,소기업,도시지역 / 주거지역 / 제2종일반주거지역,대,1667,185,460,645, ,22223,플라스틱 창호 제조업,22223,10, ,0,강원특별자치도 춘천시 공지로 561 (근화동),강원특별자치도 춘천시 근화동 548-5번지,421102015322830
강원특별자치도,춘천시,강원특별자치도 춘천시,(합)영서공업사,개별입지, ,일반,해당없음,자가,19930104,19930125,등록변경,20120808,033-252-8880,19,1,0,0,20,건설기계 정비, ,소기업, / 도시지역 / 주거지역,공장용지,3300,505.85,182.52,688.37, ,29241,건설 및 채광용 기계장비 제조업,29241,10, ,1,강원특별자치도 춘천시 당간지주길6번길 5 (근화동),강원특별자치도 춘천시 근화동 786-1번지,140113000235400
강원특별자치도,춘천시,강원특별자치도 춘천시,쌍용레미콘(주)춘천사업소,개별입지, ,일반,해당없음,자가,19880620,19911009,등록변경,20231011,033-251-8801,13,3,0,0,16,레미콘,"시멘트, 모래, 자갈",소기업,도시지역 / 녹지지역 / 자연녹지지역,대,12560,1039.84,776.52,1816.36, ,23322,레미콘 제조업,23322,10, ,1,"강원특별자치도 춘천시 영서로 2497 (근화동, 호반레미콘)",강원특별자치도 춘천시 근화동 524번지,140111000473501
강원특별자치도,춘천시,강원특별자치도 춘천시,엔에스지,개별입지, ,일반, ,임대, ,20190208,신규등록,20190208,033-241-3666,1,0,0,0,1,가방, ,소기업,도시지역 / 주거지역 / 제2종일반주거지역,대,0,33,0,33, ,15129,가방 및 기타 보호용 케이스 제조업,15129,10, ,1,강원특별자치도 춘천시 영서로2434번길 11 (근화동),강원특별자치도 춘천시 근화동 747-4번지,421102019431670
강원특별자치도,춘천시,강원특별자치도 춘천시,영춘금속,개별입지, ,일반, ,자가, ,20121213,신규등록,20121213,033-252-4148,13,2,0,0,15,절단.절곡,스텐인레스판.철판,소기업,도시지역 / 주거지역 / 제1종일반주거지역,공장용지,912,499.58,0,499.58, ,24290,기타 1차 비철금속 제조업,24290,10, ,0,"강원특별자치도 춘천시 영서로 2521 (근화동, 영춘금속)",강원특별자치도 춘천시 근화동 538-18번지,421102012270938
강원특별자치도,춘천시,강원특별자치도 춘천시,(주)소양강푸드시스템,개별입지, ,일반,기타,자가, ,20141124,등록변경,20150115,033-241-8883,7,2,0,0,9,축산물,"우육, 계육, 돈육",소기업,도시지역 / 주거지역 / 제1종일반주거지역,대,313,166,20,186, ,10129,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,"10122, 10129",10, ,1,강원특별자치도 춘천시 사우4길 12 (우두동),강원특별자치도 춘천시 우두동 765-9번지,421102014319069
강원특별자치도,춘천시,강원특별자치도 춘천시,반석춘천옥,개별입지, ,일반,기타,자가, ,20140916,신규등록,20140916,033-256-6413,2,1,0,0,3,옥가공품, ,소기업, / 관리지역 / 생산관리지역,대,883,67.2,99.24,166.44, ,23919,기타 석제품 제조업,23919,10, ,1,강원특별자치도 춘천시 충열로 179 (우두동),강원특별자치도 춘천시 우두동 1018-1번지,421102014314492
